"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
117.221598,-22.2332,"Themeda Mt-Barricade",2853637058,"Near Silvergrass Mine, 26.8 km NNW of Mount Brockman, 39.9 km W of Mount Sylvia and 77.5 km NW of Tom Price","AUS",100,2020,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.759173,-20.648704,"Themeda Mt-Barricade",2854002148,"Site B016. 1.7 km SE of the centre of King Bay, Burrup Peninsula, Pilbara Bioregion","AUS",100,2000,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
118.736267,-23.003772,"Themeda Mt-Barricade",2853896073,"Site number: 931. 13.5 km north-north-east of West Angela Hill, Hamersley Ranges, Fortescue Botanical District","AUS",3000,1997,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
115.965455,-21.67968,"Themeda Mt-Barricade",2853678083,"37.5 km WSW of Pannawonica, 46.7 km SSW of Fortescue River Roadhouse, and 88.5 km ENE of Onslow","AUS",100,2014,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.224856,-22.5936,"Themeda Mt-Barricade",2853943541,"Brockman four - c. 40 km SW of Brockman camp","AUS",100,2003,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.466404,-22.680391,"Themeda Mt-Barricade",2853943789,"Turner Syncline B1 [c. 32 km W of Tom Price]","AUS",100,2003,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
122.514583,-23.754611,"Themeda Mt-Barricade",2854300827,"Durba Springs, Canning Stock Route","AUS",100,2007,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
119.073853,-22.897276,"Themeda Mt-Barricade",2854233620,"Eastern end of Packsaddle Range, 100 km NW of Newman in the Pilbara","AUS",100,2001,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.818136,-20.4442,"Themeda Mt-Barricade",2854300096,"Site G142, near centre of west coast of Gidley Island, Dampier Archipelago","AUS",100,2000,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
117.006778,-20.688444,"Themeda Mt-Barricade",2854366784,"8.2 km along Cleaverville Track from North West Coastal Highway (Pilbara Biological Survey site BRC 11)","AUS",100,2009,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
116.723068,-20.691805,"Themeda Mt-Barricade",2854383923,"Site B090, White Hill, Burrup Peninsula, Pilbara Bioregion, NW corner of Dampier Salt lease","AUS",100,2000,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
