"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
13.615685,51.284298,"Ammophila induta",2268189013,"TK25 Blatt 4747/2 - Ebersbach - Kalkreuth","DEU",25,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY"
16.854258,49.173473,"Ammophila induta",3388848430,"UTM25_33U_0625_5425","CZE",25,2020,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY"
12.623394,51.77367,"Ammophila induta",2366590508,"TK25 Blatt 4241/2 - Bergwitz / Rotta / Kemberg","DEU",250,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY"
12.436316,50.504311,"Ammophila induta",2350293528,"TK25 Blatt 5440/4 - Vogtland / Steinberg / Wernesgrün","DEU",25,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY"
9.8998,52.444088,"Ammophila induta",2439800301,"Eichenhain an Gartenland an Dorfrand","DEU",250,2019,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY"
11.424782,48.751778,"Ammophila induta",3389555845,"TK25 Blatt 7234/2 - Oberbayern / Donau / Ingolstadt","DEU",25,2020,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY"
12.693544,51.917675,"Ammophila induta",3389002048,"TK25 Blatt 4042/3 - Wittenberger Vorfläming / Mochau","DEU",25,2020,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY"
-16.708124,32.749855,"Ammophila induta",3388920113,"Ponta do Rosto und Umgebung","PRT",250,2020,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY"
7.092641,49.580227,"Ammophila induta",3389599239,"TK25 Blatt 6408/2 - Nohfelden / Türkismühle","DEU",25,2020,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY"
14.296901,51.700226,"Ammophila induta",3388120127,"TK25 Blatt 4251/4 - Cottbus / Groß Gaglow / Hänchen","DEU",25,2020,"HUMAN_OBSERVATION","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY"
