"lon","lat","species","gbifID","locality","countryCode","coordinateUncertaintyInMeters","year","basisOfRecord","issue"
-65.617222,-25.389167,"Neobouteloua lophostachya",1258084613,"Castañares, ferrocarril abandonado entre La Viña y Guachipas.","ARG",NA,1990,"PRESERVED_SPECIMEN","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-68.683333,-30.05,"Neobouteloua lophostachya",1257512311,"N de Jáchal, al norte de Villa Mercedes.","ARG",NA,2005,"PRESERVED_SPECIMEN","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-67.788333,-29.353056,"Neobouteloua lophostachya",1257852853,"Cuesta de Miranda. Ruta Nac. 40, de Villa Unión a Chilecito, 1 km antes del límite con el Dpto. Chilecito.","ARG",NA,2009,"PRESERVED_SPECIMEN","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-66.3175,-31.9245,"Neobouteloua lophostachya",1257600513,"5 km E of Bajo Curral de Isaac, on the road to Nueva Espesanze and Ulapes.","ARG",NA,1999,"PRESERVED_SPECIMEN","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-66.316456,-27.789383,"Neobouteloua lophostachya",1324964772,"23 Km S of Andalgala, Andalgala Department","ARG",9921,1973,"PRESERVED_SPECIMEN","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
-68.62528,-30.15222,"Neobouteloua lophostachya",1831525539,"Argentina, Prov. San Juan, dept. Jáchal, road 491 from San José de Jáchal to Huaco","ARG",NA,2009,"PRESERVED_SPECIMEN","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-65.834722,-28.4025,"Neobouteloua lophostachya",2252118865,"Falda este de la Sierra de Ambato: Las Rejas","ARG",NA,1973,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-66.746944,-32.7525,"Neobouteloua lophostachya",2252118441,"Rumbo a Sierra de las Quijadas, al oeste de San Antonio, entre San Antonio y El Valle (Ruta nacional nº 147)","ARG",NA,1963,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-65.410556,-32.1425,"Neobouteloua lophostachya",2252119304,"Estancia Pozo del Medio entre Quines y Estancia del Medio","ARG",NA,1976,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-65.328889,-30.821389,"Neobouteloua lophostachya",2252125882,"Cañada Larga, entre la mina de cuarzo y Agua de Ramón","ARG",NA,2014,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-65.437778,-24.590278,"Neobouteloua lophostachya",2252121593,"Yacones, al oeste de La Caldera","ARG",NA,1974,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-65.201389,-29.382222,"Neobouteloua lophostachya",2252119291,"Entre San Antonio de la Paz e Icaño","ARG",NA,1964,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-67.9875,-33.591944,"Neobouteloua lophostachya",2252121841,"Ñacuñán","ARG",NA,1967,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-66.529722,-32.184444,"Neobouteloua lophostachya",2252119432,"Entre Bajo de las Lampalaguas y San Roque de Chipiscú","ARG",NA,1982,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
-64.835278,-28.239722,"Neobouteloua lophostachya",2252126058,"Sierra de Guasayán.","ARG",NA,2013,"PRESERVED_SPECIMEN","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE"
